abstract_id,question,entity,type,umls_id
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,histologically-confirmed inoperable melanoma,Cancer,N/A
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,disease,Cancer,N/A
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,metastatic malignant melanoma,Cancer,N/A
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,castrate-resistant metastatic prostate cancer,Cancer,N/A
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,Days 1,Gene,N/A
1465,Intetumumab has been tested in clinical trials for treatment of which cancers?,Cycles 2,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,Alzheimer's disease,Disease,C0002395
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,late-onset Alzheimer's disease,Disease,C3554452
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,Alzheimer disease,Disease,C0002395
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,cognitive impairment,Disease,C0338656
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,disease,Cancer,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,APP,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,APOE,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,PSEN1,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,PSEN2 sortilin-related receptor 1,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,SORL1,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,51A,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,GDNFOS,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,GDNFOS2,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,MTG,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,AD patients,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,GDNF,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,GPR51,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,GABA B2 receptor) 17A,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,Alzheimer disease patients,Cancer,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,beta-secretase-1,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,BACE1,Gene,N/A
1466,Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?,Alzheimer disease,Cancer,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,congenital syndromes of severe insulin resistance (SIR) known as,Disease,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,Donohue syndrome,Disease,C0039082
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,Rabson-Mendenhall syndrome,Disease,C0271695
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,leprechaunism,Disease,C0265344
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,recessively inherited disorder,Disease,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,anomaly,Disease,C0332447
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,Donohue,Disease,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,hyperglycemia,Disease,C0020456
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,hyperinsulinism,Disease,C0020459
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,death,Disease,C0011065
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,disease,Cancer,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,insulin,Gene,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,insulin receptor,Gene,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,INSR,Gene,N/A
1467,Which hormone receptor function is altered in patients with Donohue syndrome?,RMS,Cancer,N/A
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,ventricular arrhythmias,Disease,C0085612
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,idiopathic DCM,Disease,C0041848
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,arrhythmogenesis,Disease,N/A
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,cardiac arrhythmias,Disease,C0003811
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,idiopathic dilated cardiomyopathy,Disease,C1449563
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,ventricular arrhythmia,Disease,C0085612
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,sudden death,Disease,C0011071
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,dilated cardiomyopathy,Disease,C0007193
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,death,Disease,C0011065
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,cardiac conduction disease,Disease,C0264886
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,malignant ventricular arrhythmias,Disease,C0085612
1469,Is the HRC Ser96Ala variant associated with sudden cardiac death in patients with dilated cardiomyopathy?,malignant ventricular,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,BRAF-mutant melanoma,Disease,N/A
1470,Are BRAF mutations common in melanoma?,BRAF-mutated melanoma,Disease,N/A
1470,Are BRAF mutations common in melanoma?,melanoma,Disease,C0025202
1470,Are BRAF mutations common in melanoma?,NRAS,Disease,C0809246
1470,Are BRAF mutations common in melanoma?,KIT,Disease,C0812225
1470,Are BRAF mutations common in melanoma?,cutaneous sun-exposed melanomas,Disease,C0025202
1470,Are BRAF mutations common in melanoma?,cancers,Disease,C0006826
1470,Are BRAF mutations common in melanoma?,colon cancer,Disease,C0007102
1470,Are BRAF mutations common in melanoma?,Melanoma,Disease,C0025202
1470,Are BRAF mutations common in melanoma?,skin cancer,Disease,C0007114
1470,Are BRAF mutations common in melanoma?,tumors,Disease,C0027651
1470,Are BRAF mutations common in melanoma?,tumor,Disease,C0027651
1470,Are BRAF mutations common in melanoma?,papillary carcinoma of thyroid,Disease,C0238463
1470,Are BRAF mutations common in melanoma?,colorectal cancer,Disease,C0009402
1470,Are BRAF mutations common in melanoma?,1799T,Disease,N/A
1470,Are BRAF mutations common in melanoma?,papillary thyroid carcinoma,Disease,C0238463
1470,Are BRAF mutations common in melanoma?,ovarian teratoma,Disease,C0280131
1470,Are BRAF mutations common in melanoma?,ovarian serous tumours,Disease,C0476122
1470,Are BRAF mutations common in melanoma?,colorectal carcinoma,Disease,C0009402
1470,Are BRAF mutations common in melanoma?,gliomas,Disease,C0017638
1470,Are BRAF mutations common in melanoma?,hepatobiliary carcinomas,Disease,C5237970
1470,Are BRAF mutations common in melanoma?,hairy cell leukaemia,Disease,C0023443
1470,Are BRAF mutations common in melanoma?,melanomas,Disease,C0025202
1470,Are BRAF mutations common in melanoma?,acral melanomas,Disease,C0346037
1470,Are BRAF mutations common in melanoma?,NRAS mutations,Disease,C0026882
1470,Are BRAF mutations common in melanoma?,Val600Glu,Disease,C3273990
1470,Are BRAF mutations common in melanoma?,BRAF-mutant melanoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,RAS/RAF/MEK/ERK,Gene,N/A
1470,Are BRAF mutations common in melanoma?,melanomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,melanoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,BRAF,Gene,N/A
1470,Are BRAF mutations common in melanoma?,NRAS,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,archival MUPs,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,KIT,Gene,N/A
1470,Are BRAF mutations common in melanoma?,GNAQ,Gene,N/A
1470,Are BRAF mutations common in melanoma?,GNA11,Gene,N/A
1470,Are BRAF mutations common in melanoma?,sun-exposed melanomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,MAPK,Gene,N/A
1470,Are BRAF mutations common in melanoma?,colon cancer,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,BRAF,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,V600,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,Melanoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,skin cancer,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,tumors,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,melanoma patient,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,antitumor,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,BRAK,Gene,N/A
1470,Are BRAF mutations common in melanoma?,tumor,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,metastatic melanoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,colon,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,cancers,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,melanoma patient BRAF,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,papillary carcinoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,V600,Gene,N/A
1470,Are BRAF mutations common in melanoma?,colorectal cancer,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,1799T,Gene,N/A
1470,Are BRAF mutations common in melanoma?,melanoma patients,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,papillary thyroid carcinoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,ovarian teratoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,ovarian serous tumours,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,colorectal carcinoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,gliomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,hepatobiliary carcinomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,metastatic melanoma patients,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,Ras-Raf-Mek-Erk,Gene,N/A
1470,Are BRAF mutations common in melanoma?,uveal,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,acral melanomas [18 (,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,leptomeningeal melanomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,malignant melanoma,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,cutaneous melanomas,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,melanocytic nevi,Cancer,N/A
1470,Are BRAF mutations common in melanoma?,Val600Glu,Gene,N/A
1472,What is known about type D personality trait in cancer patients?,Type D personality,Disease,C3658239
1472,What is known about type D personality trait in cancer patients?,Cancer,Disease,C0006826
1472,What is known about type D personality trait in cancer patients?,illness,Disease,C0221423
1472,What is known about type D personality trait in cancer patients?,Type D cancer,Disease,C5669836
1472,What is known about type D personality trait in cancer patients?,osteoarthritis,Disease,C0029408
1472,What is known about type D personality trait in cancer patients?,pain,Disease,C0030193
1472,What is known about type D personality trait in cancer patients?,depression,Disease,C0011570
1472,What is known about type D personality trait in cancer patients?,non-type D,Disease,N/A
1472,What is known about type D personality trait in cancer patients?,heart disease,Disease,C0018799
1472,What is known about type D personality trait in cancer patients?,diabetes,Disease,C0011847
1472,What is known about type D personality trait in cancer patients?,cancer,Disease,C0006826
1472,What is known about type D personality trait in cancer patients?,comorbidity,Disease,C0009488
1472,What is known about type D personality trait in cancer patients?,type D personality,Disease,C3658239
1472,What is known about type D personality trait in cancer patients?,non-type D personality,Disease,C3658239
1472,What is known about type D personality trait in cancer patients?,melanoma,Disease,C0025202
1472,What is known about type D personality trait in cancer patients?,Cancer patients,Cancer,N/A
1472,What is known about type D personality trait in cancer patients?,Type D,Gene,N/A
1472,What is known about type D personality trait in cancer patients?,disease,Cancer,N/A
1472,What is known about type D personality trait in cancer patients?,survivors,Cancer,N/A
1472,What is known about type D personality trait in cancer patients?,cancer,Cancer,N/A
1472,What is known about type D personality trait in cancer patients?,Cancer,Cancer,N/A
1472,What is known about type D personality trait in cancer patients?,non-type D,Gene,N/A
1472,What is known about type D personality trait in cancer patients?,Type D.,Gene,N/A
1472,What is known about type D personality trait in cancer patients?,melanoma survivors,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumor necrosis,Disease,C0333516
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate cancer,Disease,C0376358
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate adenocarcinomas,Disease,C0007112
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,Tumors,Disease,C0027651
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumor,Disease,C0027651
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate tumor antigen,Disease,C1612119
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,melanoma,Disease,C0025202
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumors,Disease,C0027651
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,cancer,Disease,C0006826
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,antigen-specific T,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,pDCs,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,StemRegenin 1,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,vivo-generated DCs,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,interferon (IFN)-α,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,interleukin (IL)-12,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumor necrosis factor (TNF)-α,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,co-stimulatory,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,Toll-like receptor,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate cancer,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,malignant disease,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate-specific probasin promoter,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,androgen-dependent prostate cancer,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,TRAP,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,Lew-TRAP,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostate adenocarcinomas,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,Tumors,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,androgen-dependent,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumor,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,prostatic acid phosphatase,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,NY-ESO-1,Gene,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,tumors,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,melanoma,Cancer,N/A
1475,Which types of cancer can be recognized and treated by the use of immunotherapy?,cancer,Cancer,N/A
1476,What is the typical rash associated with gluten ?,Dermatitis herpetiformis,Disease,C0011608
1476,What is the typical rash associated with gluten ?,autoimmunity-driven,Disease,C0004364
1476,What is the typical rash associated with gluten ?,dermatosis,Disease,C0037274
1476,What is the typical rash associated with gluten ?,gluten-dependent enteropathy,Disease,C0007570
1476,What is the typical rash associated with gluten ?,autoimmune blistering disease,Disease,C0004364
1476,What is the typical rash associated with gluten ?,gluten intolerance,Disease,C0007570
1476,What is the typical rash associated with gluten ?,dermatitis herpetiformis,Disease,C0011608
1476,What is the typical rash associated with gluten ?,coeliac disease,Disease,C0007570
1476,What is the typical rash associated with gluten ?,pruritic skin lesions,Disease,C0037284
1476,What is the typical rash associated with gluten ?,gluten-sensitive disease,Disease,N/A
1476,What is the typical rash associated with gluten ?,autoimmune blistering skin disorder,Disease,C0004364
1476,What is the typical rash associated with gluten ?,enteropathy,Disease,C0021831
1476,What is the typical rash associated with gluten ?,IgA type autoantibodies,Disease,C0004358
1476,What is the typical rash associated with gluten ?,coeliac disease of the skin,Disease,C0007570
1476,What is the typical rash associated with gluten ?,cCD,Disease,C0008928
1476,What is the typical rash associated with gluten ?,coeliac diseases,Disease,C0007570
1476,What is the typical rash associated with gluten ?,rash,Disease,C0015230
1476,What is the typical rash associated with gluten ?,crypt hyperplasia and villous atrophy,Disease,N/A
1476,What is the typical rash associated with gluten ?,gluten-sensitive,Disease,C0007570
1476,What is the typical rash associated with gluten ?,blistering skin disease,Disease,C4314154
1476,What is the typical rash associated with gluten ?,immune-mediated disorder,Disease,C4330477
1476,What is the typical rash associated with gluten ?,gluten-sensitive enteropathy,Disease,C0007570
1476,What is the typical rash associated with gluten ?,toxicity,Disease,C0040539
1476,What is the typical rash associated with gluten ?,gluten sensitive small bowel mucosa,Disease,N/A
1476,What is the typical rash associated with gluten ?,8-month-old,Gene,N/A
1476,What is the typical rash associated with gluten ?,IgA type autoantibodies,Gene,N/A
1476,What is the typical rash associated with gluten ?,epidermal transglutaminase autoantibodies,Gene,N/A
1476,What is the typical rash associated with gluten ?,DH patients,Cancer,N/A
1476,What is the typical rash associated with gluten ?,crypt hyperplasia,Cancer,N/A
1476,What is the typical rash associated with gluten ?,disease,Cancer,N/A
1476,What is the typical rash associated with gluten ?,immunoglobulin (Ig)A,Gene,N/A
1476,What is the typical rash associated with gluten ?,IgA-AGA,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutH.,Disease,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutY,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutSL,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutS,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,Deinococcus radiodurans,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MMR,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutL,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,MutHLS,Gene,N/A
1477,Which proteins constitute the methyl-directed mismatch repair system (MMR) in bacteria?,wild-type,Gene,N/A
1478,Is aganglionic megacolon a feature of Down syndrome?,Down syndrome,Disease,C0013080
1478,Is aganglionic megacolon a feature of Down syndrome?,intellectual disability,Disease,C3714756
1478,Is aganglionic megacolon a feature of Down syndrome?,cardiac malformations,Disease,C4228353
1478,Is aganglionic megacolon a feature of Down syndrome?,duodenal atresia,Disease,C0266174
1478,Is aganglionic megacolon a feature of Down syndrome?,Hirschsprung disease,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,HSCR,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,congenital aganglionic megacolon,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,structural abnormalities and psychomotor retardation,Disease,N/A
1478,Is aganglionic megacolon a feature of Down syndrome?,aganglionic megacolon,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,diarrhea,Disease,C0011991
1478,Is aganglionic megacolon a feature of Down syndrome?,atrophy,Disease,C0333641
1478,Is aganglionic megacolon a feature of Down syndrome?,Hirschprung disease Hirschsprung disease,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,aganglionosis,Disease,C0019569
1478,Is aganglionic megacolon a feature of Down syndrome?,Hirschsprung disease,Cancer,N/A
1478,Is aganglionic megacolon a feature of Down syndrome?,HSCR,Cancer,N/A
1478,Is aganglionic megacolon a feature of Down syndrome?,Hirschprung disease Hirschsprung,Cancer,N/A
1480,Does HuR protein regulate the splicing process?,abnormal vision,Disease,C3665386
1480,Does HuR protein regulate the splicing process?,ischemia,Disease,C0022116
1480,Does HuR protein regulate the splicing process?,tumor,Disease,C0027651
1480,Does HuR protein regulate the splicing process?,mammary cancer,Disease,C0006142
1480,Does HuR protein regulate the splicing process?,TIA,Disease,C0007787
1480,Does HuR protein regulate the splicing process?,HuR,Gene,N/A
1480,Does HuR protein regulate the splicing process?,TIA1/TIAL1,Gene,N/A
1480,Does HuR protein regulate the splicing process?,SIRT1,Gene,N/A
1480,Does HuR protein regulate the splicing process?,RBP,Gene,N/A
1480,Does HuR protein regulate the splicing process?,ELAVL1,Gene,N/A
1480,Does HuR protein regulate the splicing process?,4E-T,Gene,N/A
1480,Does HuR protein regulate the splicing process?,endothelial-specific Elavl1,Gene,N/A
1480,Does HuR protein regulate the splicing process?,tumor,Cancer,N/A
1480,Does HuR protein regulate the splicing process?,mammary cancer,Cancer,N/A
1480,Does HuR protein regulate the splicing process?,nucleo-cytoplasm,Gene,N/A
1480,Does HuR protein regulate the splicing process?,TIA1/TIAR,Gene,N/A
1480,Does HuR protein regulate the splicing process?,Fas exon,Gene,N/A
1480,Does HuR protein regulate the splicing process?,Hu antigen R,Gene,N/A
1480,Does HuR protein regulate the splicing process?,Fas,Gene,N/A
1480,Does HuR protein regulate the splicing process?,Fas exon 6,Gene,N/A
1480,Does HuR protein regulate the splicing process?,HuR cellular,Gene,N/A
1480,Does HuR protein regulate the splicing process?,ELAVL,Gene,N/A
1480,Does HuR protein regulate the splicing process?,ELAV/Hu,Gene,N/A
1480,Does HuR protein regulate the splicing process?,ARE,Gene,N/A
1480,Does HuR protein regulate the splicing process?,RRM1,Gene,N/A
1480,Does HuR protein regulate the splicing process?,hnRNP proteins,Gene,N/A
1480,Does HuR protein regulate the splicing process?,hnRNP,Gene,N/A
1481,Is Titin the largest single protein molecule found in Nature?,muscle diseases,Disease,C0026848
1481,Is Titin the largest single protein molecule found in Nature?,Titin,Gene,N/A
1481,Is Titin the largest single protein molecule found in Nature?,titin/connectin,Gene,N/A
1481,Is Titin the largest single protein molecule found in Nature?,M-line,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,hypertrophy,Disease,C0020564
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,cardiac muscle,Disease,C0027061
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,cardiac hypertrophy,Disease,C1383860
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,cardiac developmental arrest,Disease,C1848980
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,BMP-2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF-2A,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,sarcomeric myosin heavy chain (MHC),Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,serum response factor,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,GATA4,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Ca(2+)-dependent calcineurin,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Notch1,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2-target,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,calcineurin,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,mAKAP,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Mef2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Calcineurin,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Gli2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Mef2c,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2C,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,cardiomyogenesis-related,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2-binding,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2D,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,differentiation-induced MEF2D,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,SMRT,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,retinoid acid,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,thyroid hormone receptor,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,deacetylase,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,HDAC3,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,PCAF,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2-dependent,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,factor-2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,cell-specific GATA,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Nkx2,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,MEF2A,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,Brachyury T,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,GATA-4,Gene,N/A
1482,what is the role of MEF-2 in cardiomyocyte differentiation?,myosin heavy chain,Gene,N/A
1483,Which are the main components of mTORC1?,cancer,Disease,C0006826
1483,Which are the main components of mTORC1?,Raptor-mTOR,Gene,N/A
1483,Which are the main components of mTORC1?,Rictor-mTOR,Gene,N/A
1483,Which are the main components of mTORC1?,LST8,Gene,N/A
1483,Which are the main components of mTORC1?,mTORC1,Gene,N/A
1483,Which are the main components of mTORC1?,mTORC2,Gene,N/A
1483,Which are the main components of mTORC1?,mTOR,Gene,N/A
1483,Which are the main components of mTORC1?,mLST8,Gene,N/A
1483,Which are the main components of mTORC1?,raptor,Gene,N/A
1483,Which are the main components of mTORC1?,rictor,Gene,N/A
1483,Which are the main components of mTORC1?,mTOR-Raptor (regulatory associated protein of mTOR)-mLST8,Gene,N/A
1483,Which are the main components of mTORC1?,mTOR-Rictor,Gene,N/A
1483,Which are the main components of mTORC1?,mTORC1 (,Gene,N/A
1483,Which are the main components of mTORC1?,GbetaL,Gene,N/A
1483,Which are the main components of mTORC1?,sin1,Gene,N/A
1483,Which are the main components of mTORC1?,mTORC1 protein kinase complex,Gene,N/A
1483,Which are the main components of mTORC1?,mLST8/GbetaL,Gene,N/A
1483,Which are the main components of mTORC1?,PRAS40,Gene,N/A
1483,Which are the main components of mTORC1?,cancer,Cancer,N/A
1483,Which are the main components of mTORC1?,Raptor,Gene,N/A
1483,Which are the main components of mTORC1?,SEC13,Gene,N/A
1483,Which are the main components of mTORC1?,Rictor,Gene,N/A
1483,Which are the main components of mTORC1?,rapamycin-insensitive,Gene,N/A
1483,Which are the main components of mTORC1?,Protor-1,Gene,N/A
1483,Which are the main components of mTORC1?,Protor-2,Gene,N/A
1485,Which receptor(s) recognize lysosomal hydrolases in trans-Golgi network (TGN)?,lysosomal enzymes,Gene,N/A
